Name,TM_score,RMSD,,id,organism_from_ncb,species,genus,family,order,class,phylum,kingdom,domain
SDG54722.1_200378,0.8709,2.43,,SDG54722.1,Lentzea fradiae,Lentzea fradiae,Lentzea,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDG56592.1_200378,0.8991,1.97,,SDG56592.1,Lentzea fradiae,Lentzea fradiae,Lentzea,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDG86219.1_83401,0.9203,1.97,,SDG86219.1,Roseospirillum parvum,Roseospirillum parvum,Roseospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDG94268.1_568899,0.9206,1.93,,SDG94268.1,Alteribacillus persepolensis,Alteribacillus persepolensis,Alteribacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SDH13582.1_399736,0.8603,2.73,,SDH13582.1,Agrococcus jejuensis,Agrococcus jejuensis,Agrococcus,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDH90284.1_930129,0.9149,2.06,,SDH90284.1,Alteribacillus bidgolensis,Alteribacillus bidgolensis,Alteribacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SDI10983.1_555512,0.978,0.49,,SDI10983.1,Salipiger marinus,Salipiger marinus,Salipiger,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDI60767.1_29435,0.9299,1.49,,SDI60767.1,Phytopseudomonas flavescens,Phytopseudomonas flavescens,Phytopseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDI65941.1_549003,0.9097,2.08,,SDI65941.1,Natribacillus halophilus,Natribacillus halophilus,Natribacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SDI66345.1_1004279,0.9298,1.71,,SDI66345.1,Mesorhizobium muleiense,Mesorhizobium muleiense,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDI78607.1_490829,0.9448,1.5,,SDI78607.1,Lutimaribacter saemankumensis,Lutimaribacter saemankumensis,Lutimaribacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDI78963.1_571298,0.982,0.82,,SDI78963.1,Aliiruegeria lutimaris,Aliiruegeria lutimaris,Aliiruegeria,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDJ38984.1_504798,0.9313,1.6,,SDJ38984.1,Actinokineospora alba,Actinokineospora alba,Actinokineospora,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDJ54314.1_128104,0.8959,1.99,,SDJ54314.1,Lentzea albidocapillata subsp. violacea,Lentzea albidocapillata,Lentzea,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDJ76067.1_633440,0.9292,1.68,,SDJ76067.1,Nonomuraea jiangxiensis,Nonomuraea jiangxiensis,Nonomuraea,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDJ78621.1_683260,0.8883,2.17,,SDJ78621.1,Nonomuraea maritima,Nonomuraea maritima,Nonomuraea,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDK27527.1_417292,0.6943,3.94,,SDK27527.1,Streptomyces indicus,Streptomyces indicus,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDK28984.1_407036,0.897,2.06,,SDK28984.1,Sediminibacillus albus,Sediminibacillus albus,Sediminibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SDK29604.1_376427,0.7344,3.88,,SDK29604.1,Billgrantia gudaonensis,Billgrantia gudaonensis,Billgrantia,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDK50424.1_658219,0.8783,2.31,,SDK50424.1,Microbulbifer yueqingensis,Microbulbifer yueqingensis,Microbulbifer,Microbulbiferaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDK71178.1_380244,0.687,4.03,,SDK71178.1,Glycomyces sambucus,Glycomyces sambucus,Glycomyces,Glycomycetaceae,Glycomycetales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDL05678.1_48727,0.7478,3.81,,SDL05678.1,Franzmannia pantelleriensis,Franzmannia pantelleriensis,Franzmannia,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDL96243.1_392333,0.8949,2.43,,SDL96243.1,Geoalkalibacter ferrihydriticus,Geoalkalibacter ferrihydriticus,Geoalkalibacter,Geoalkalibacteraceae,Desulfuromonadales,Desulfuromonadia,Thermodesulfobacteriota,Pseudomonadati,Bacteria
SDM05608.1_144026,0.8424,2.01,,SDM05608.1,Maricaulis salignorans,Maricaulis salignorans,Maricaulis,Maricaulaceae,Maricaulales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDM25874.1_683260,0.933,1.87,,SDM25874.1,Nonomuraea maritima,Nonomuraea maritima,Nonomuraea,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDM67658.1_482461,0.874,2.15,,SDM67658.1,Sediminibacillus halophilus,Sediminibacillus halophilus,Sediminibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SDM86976.1_237069,0.9012,2,,SDM86976.1,Tenuibacillus multivorans,Tenuibacillus multivorans,Tenuibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SDN36910.1_211114,0.8785,2.26,,SDN36910.1,Allokutzneria albata,Allokutzneria albata,Allokutzneria,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDN39488.1_745820,0.9056,2.08,,SDN39488.1,Alkalicoccus daliensis,Alkalicoccus daliensis,Alkalicoccus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SDN82180.1_391948,0.9521,1.32,,SDN82180.1,Lutimaribacter pacificus,Lutimaribacter pacificus,Lutimaribacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDN97797.1_745820,0.8318,2.65,,SDN97797.1,Alkalicoccus daliensis,Alkalicoccus daliensis,Alkalicoccus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SDO20663.1_419597,0.7552,3.68,,SDO20663.1,Halomonas shengliensis,Halomonas shengliensis,Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDO44071.1_641025,0.932,1.55,,SDO44071.1,Lentzea jiangxiensis,Lentzea jiangxiensis,Lentzea,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDP41721.1_641025,0.859,1.31,,SDP41721.1,Lentzea jiangxiensis,Lentzea jiangxiensis,Lentzea,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDP93318.1_930152,0.8405,2.86,,SDP93318.1,Litchfieldia salsa,Litchfieldia salsa,Litchfieldia,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SDQ83461.1_1798213,0.9353,1.67,,SDQ83461.1,Pseudovibrio sp. Tun.PSC04-5.I4,unclassified Pseudovibrio,Pseudovibrio,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDR14850.1_35622,0.9169,1.87,,SDR14850.1,Thermostaphylospora chromogena,Thermostaphylospora chromogena,Thermostaphylospora,Thermomonosporaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDR21092.1_35622,0.9086,2.11,,SDR21092.1,Thermostaphylospora chromogena,Thermostaphylospora chromogena,Thermostaphylospora,Thermomonosporaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDR71465.1_472181,0.8776,1.97,,SDR71465.1,Halopseudomonas sabulinigri,Halopseudomonas sabulinigri,Halopseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDT59519.1_113562,0.7553,3.33,,SDT59519.1,Actinoplanes derwentensis,Actinoplanes derwentensis,Actinoplanes,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDT93595.1_1881061,0.9124,2.11,,SDT93595.1,Stappia sp. ES.058,unclassified Stappia,Stappia,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDU11343.1_1434072,0.8905,2.33,,SDU11343.1,Halopseudomonas salegens,Halopseudomonas salegens,Halopseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDU66118.1_129921,0.8532,1.21,,SDU66118.1,Amycolatopsis keratiniphila,Amycolatopsis keratiniphila,Amycolatopsis,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDW02300.1_1122204,0.8601,2.53,,SDW02300.1,Marinococcus luteus,Marinococcus luteus,Marinococcus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SDW12975.1_488533,0.7474,3.69,,SDW12975.1,Marinobacter mobilis,Marinobacter mobilis,Marinobacter,Marinobacteraceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDW16544.1_574349,0.7225,4.06,,SDW16544.1,Aidingimonas halophila,Aidingimonas halophila,Aidingimonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDW73953.1_670155,0.9553,1.1,,SDW73953.1,Litoreibacter albidus,Litoreibacter albidus,Litoreibacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDW86964.1_564137,0.9761,0.95,,SDW86964.1,Roseicitreum antarcticum,Roseicitreum antarcticum,Roseicitreum,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDX07116.1_589385,0.9202,1.82,,SDX07116.1,Amycolatopsis xylanica,Amycolatopsis xylanica,Amycolatopsis,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDX53929.1_356660,0.9373,1.43,,SDX53929.1,Albimonas donghaensis,Albimonas donghaensis,Albimonas,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDX88240.1_321339,0.9398,1.54,,SDX88240.1,Citreimonas salinaria,Citreimonas salinaria,Citreimonas,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDY25531.1_1520816,0.8722,2.55,,SDY25531.1,Ruminococcaceae bacterium YAD3003,Ruminococcaceae bacterium YAD3003,unclassified Oscillospiraceae,Oscillospiraceae,Eubacteriales,Clostridia,Bacillota,Bacillati,Bacteria
SDY30142.1_1244108,0.9576,1.02,,SDY30142.1,Jannaschia faecimaris,Jannaschia faecimaris,Jannaschia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDY58078.1_418495,0.9335,1.55,,SDY58078.1,Saccharopolyspora shandongensis,Saccharopolyspora shandongensis,Saccharopolyspora,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDY58714.1_1503961,0.8997,2.18,,SDY58714.1,Evansella caseinilytica,Evansella caseinilytica,Evansella,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SDY81633.1_576131,0.9402,1.6,,SDY81633.1,Lentibacter algarum,Lentibacter algarum,Lentibacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SDY92462.1_137265,0.739,3.52,,SDY92462.1,Asanoa ishikariensis,Asanoa ishikariensis,Asanoa,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SDZ26242.1_1503961,0.8647,2.31,,SDZ26242.1,Evansella caseinilytica,Evansella caseinilytica,Evansella,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SDZ94313.1_531813,0.9421,1.51,,SDZ94313.1,Pelagibacterium halotolerans,Pelagibacterium halotolerans,Pelagibacterium,Devosiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEA03838.1_152573,0.7378,3.88,,SEA03838.1,Alkalimonas amylolytica,Alkalimonas amylolytica,,Alkalimonas,Gammaproteobacteria incertae sedis,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEA94409.1_1122198,0.7266,3.88,,SEA94409.1,Marinobacterium iners DSM 11526,Marinobacterium iners,Marinobacterium,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEB72042.1_204799,0.933,1.66,,SEB72042.1,Nitratireductor aquibiodomus,Nitratireductor aquibiodomus,Nitratireductor,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEE03637.1_53406,0.8983,2.49,,SEE03637.1,Pseudomonas anguilliseptica,Pseudomonas anguilliseptica,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEE12959.1_680197,0.9261,1.88,,SEE12959.1,Thalassospira permensis,Thalassospira permensis,Thalassospira,Thalassospiraceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEE72452.1_648782,0.8501,1.98,,SEE72452.1,Ruania alba,Ruania alba,Ruania,Ruaniaceae,Micrococcales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SEF41339.1_1798238,0.9338,1.64,,SEF41339.1,Alcanivorax sp. DSM 26293,unclassified Alcanivorax,Alcanivorax,Alcanivoracaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEF63305.1_52021,0.7411,3.84,,SEF63305.1,Billgrantia desiderata,Billgrantia desiderata,Billgrantia,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEF70795.1_857252,0.9236,1.88,,SEF70795.1,Halopseudomonas aestusnigri,Halopseudomonas aestusnigri,Halopseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEF88794.1_488547,0.9646,1.27,,SEF88794.1,Jhaorihella thermophila,Jhaorihella thermophila,Jhaorihella,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEG14270.1_373675,0.9397,1.64,,SEG14270.1,Thalassococcus halodurans,Thalassococcus halodurans,Thalassococcus,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEG91587.1_1144553,0.9122,1.26,,SEG91587.1,Nonomuraea solani,Nonomuraea solani,Nonomuraea,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SEH03201.1_1144553,0.8992,2.16,,SEH03201.1,Nonomuraea solani,Nonomuraea solani,Nonomuraea,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SEH89840.1_195088,0.8287,2.87,,SEH89840.1,Halobacillus karajensis,Halobacillus karajensis,Halobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SEI12475.1_173990,0.9301,1.69,,SEI12475.1,Rheinheimera pacifica,Rheinheimera pacifica,Rheinheimera,Chromatiaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEI89224.1_1144548,0.7275,3.69,,SEI89224.1,Micromonospora phaseoli,Micromonospora phaseoli,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SEJ38786.1_1227549,0.9496,1.36,,SEJ38786.1,Cribrihabitans marinus,Cribrihabitans marinus,Cribrihabitans,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEJ46021.1_42444,0.9595,1.15,,SEJ46021.1,Marinovum algicola,Marinovum algicola,Marinovum,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEK00500.1_301,0.9285,1.58,,SEK00500.1,Ectopseudomonas oleovorans,Ectopseudomonas oleovorans,Ectopseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEK03315.1_1227549,0.8714,2.55,,SEK03315.1,Cribrihabitans marinus,Cribrihabitans marinus,Cribrihabitans,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEK57168.1_573024,0.9735,1.01,,SEK57168.1,Roseovarius nanhaiticus,Roseovarius nanhaiticus,Roseovarius,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEK80302.1_658057,0.932,1.54,,SEK80302.1,Pacificibacter marinus,Pacificibacter marinus,Pacificibacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEL36487.1_1287727,0.9709,1.07,,SEL36487.1,Roseovarius azorensis,Roseovarius azorensis,Roseovarius,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEL45175.1_641665,0.7549,3.78,,SEL45175.1,Colwellia chukchiensis,Colwellia chukchiensis,Colwellia,Colwelliaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEL90799.1_1379903,0.9274,1.86,,SEL90799.1,Roseivivax marinus,Roseivivax marinus,Roseivivax,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEL91013.1_650850,0.7133,4.01,,SEL91013.1,Halomonas daqiaonensis,Halomonas daqiaonensis,Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEM11527.1_438744,0.7258,3.92,,SEM11527.1,Halomonas caseinilytica,Halomonas caseinilytica,Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEM22008.1_74031,0.9612,1.06,,SEM22008.1,Roseovarius tolerans,Roseovarius tolerans,Roseovarius,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEM38375.1_46177,0.9072,2.09,,SEM38375.1,Nonomuraea pusilla,Nonomuraea pusilla,Nonomuraea,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SEM89473.1_1077947,0.9849,0.91,,SEM89473.1,Pseudorhodobacter antarcticus,Pseudorhodobacter antarcticus,Pseudorhodobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEN30807.1_77097,0.7427,3.9,,SEN30807.1,Vreelandella aquamarina,Vreelandella aquamarina,Vreelandella,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEN36630.1_930146,0.8548,2.41,,SEN36630.1,Mesobacillus persicus,Mesobacillus persicus,Mesobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SEN68442.1_387096,0.9658,1.16,,SEN68442.1,Palleronia pelagia,Palleronia pelagia,Palleronia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEN71074.1_46177,0.9483,1.53,,SEN71074.1,Nonomuraea pusilla,Nonomuraea pusilla,Nonomuraea,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SEN75140.1_245187,0.9816,0.82,,SEN75140.1,Loktanella fryxellensis,Loktanella fryxellensis,Loktanella,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEO74380.1_569882,0.972,0.68,,SEO74380.1,Salinihabitans flavidus,Salinihabitans flavidus,Salinihabitans,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEP09558.1_406100,0.9295,1.6,,SEP09558.1,Aquisalimonas asiatica,Aquisalimonas asiatica,Aquisalimonas,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEP72848.1_200379,0.9344,1.49,,SEP72848.1,Lentzea flaviverrucosa,Lentzea flaviverrucosa,Lentzea,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SEP73801.1_543360,0.8851,2.66,,SEP73801.1,Pseudomonas cuatrocienegasensis,Pseudomonas cuatrocienegasensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEP88570.1_989403,0.9335,1.72,,SEP88570.1,Pseudovibrio axinellae,Pseudovibrio axinellae,Pseudovibrio,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEQ05878.1_867345,0.8852,2.48,,SEQ05878.1,Ectothiorhodospira magna,Ectothiorhodospira magna,Ectothiorhodospira,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEQ40964.1_571933,0.8918,2.11,,SEQ40964.1,Piscibacillus halophilus,Piscibacillus halophilus,Piscibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SEQ75649.1_355243,0.7464,3.93,,SEQ75649.1,Amphritea atlantica,Amphritea atlantica,Amphritea,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SEQ89134.1_478744,0.7563,3.35,,SEQ89134.1,Neolewinella agarilytica,Neolewinella agarilytica,Neolewinella,Lewinellaceae,Saprospirales,Saprospiria,Bacteroidota,Pseudomonadati,Bacteria
SER47519.1_1601833,0.8379,2.67,,SER47519.1,Salipaludibacillus aurantiacus,Salipaludibacillus aurantiacus,Salipaludibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SER62638.1_531814,0.8253,3.14,,SER62638.1,Gracilibacillus ureilyticus,Gracilibacillus ureilyticus,Gracilibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SER84526.1_65499,0.9047,1.86,,SER84526.1,Lentzea albida,Lentzea albida,Lentzea,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SES08768.1_641238,0.9933,0.5,,SES08768.1,Tranquillimonas rosea,Tranquillimonas rosea,Tranquillimonas,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SES22800.1_402600,0.9055,1.84,,SES22800.1,Lentzea xinjiangensis,Lentzea xinjiangensis,Lentzea,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SES29251.1_1601833,0.869,2.22,,SES29251.1,Salipaludibacillus aurantiacus,Salipaludibacillus aurantiacus,Salipaludibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SES44826.1_65499,0.9381,1.46,,SES44826.1,Lentzea albida,Lentzea albida,Lentzea,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SET20381.1_430453,0.7528,3.67,,SET20381.1,Marinobacter segnicrescens,Marinobacter segnicrescens,Marinobacter,Marinobacteraceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SET30946.1_349064,0.6903,4.38,,SET30946.1,Thalassotalea agarivorans,Thalassotalea agarivorans,Thalassotalea,Colwelliaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SET53404.1_930131,0.918,2,,SET53404.1,Oceanobacillus limi,Oceanobacillus limi,Oceanobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SET54658.1_364199,0.9878,0.75,,SET54658.1,Paracoccus homiensis,Paracoccus homiensis,Paracoccus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SET84537.1_1168034,0.7923,2.93,,SET84537.1,Draconibacterium orientale,Draconibacterium orientale,Draconibacterium,Prolixibacteraceae,Marinilabiliales,Bacteroidia,Bacteroidota,Pseudomonadati,Bacteria
SEU34841.1_568860,0.9185,1.74,,SEU34841.1,Nonomuraea wenchangensis,Nonomuraea wenchangensis,Nonomuraea,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SEU44695.1_568860,0.9098,2.03,,SEU44695.1,Nonomuraea wenchangensis,Nonomuraea wenchangensis,Nonomuraea,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SEW41763.1_364200,0.9836,0.42,,SEW41763.1,Cognatiyoonia koreensis,Cognatiyoonia koreensis,Cognatiyoonia,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFB60291.1_490629,0.917,1.89,,SFB60291.1,Amycolatopsis marina,Amycolatopsis marina,Amycolatopsis,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SFC06212.1_928856,0.943,1.48,,SFC06212.1,Tritonibacter multivorans,Tritonibacter multivorans,Tritonibacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFC22029.1_1122252,0.7631,3.64,,SFC22029.1,Marinospirillum celere,Marinospirillum celere,Marinospirillum,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFC24247.1_547162,0.7224,3.84,,SFC24247.1,Micromonospora sediminimaris,Micromonospora sediminimaris,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SFC42706.1_252514,0.8671,2.4,,SFC42706.1,Microbulbifer thermotolerans,Microbulbifer thermotolerans,Microbulbifer,Microbulbiferaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFC78256.1_441112,0.987,0.79,,SFC78256.1,Tropicimonas isoalkanivorans,Tropicimonas isoalkanivorans,Tropicimonas,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
